Gene ID	Gene Name	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide'.p-value	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide'.log2foldchange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant'.p-value	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant'.log2foldchange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type'.p-value	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type'.log2foldchange	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide'.p-value	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide'.log2foldchange
AT1G20410		0.999602131988726	-0.2	0.999905277372085	0	0.910758686408077	0.1	0.999982111190236	0
AT1G20420		NA	0	NA	0	NA	0	NA	0
AT1G20430		0.999602131988726	-0.1	0.999905277372085	0	0.738919133293793	0.2	0.999982111190236	0
AT1G20440	COR47	0.999602131988726	0.1	0.999905277372085	-0.2	0.825830854373253	-0.2	0.999982111190236	0
AT1G20450	ERD10	0.999602131988726	0	0.999905277372085	0	0.979981683202449	0	0.999982111190236	0
AT1G20460		0.999602131988726	0	0.999905277372085	0	0.859593793734037	-0.1	0.999982111190236	0
AT1G20470		0.999602131988726	-0.2	0.999905277372085	-0.3	0.916443799280922	-0.1	0.999982111190236	-0.1
AT1G20480	4CLL2	0.999602131988726	-0.1	0.999905277372085	0	0.885170885186751	-0.1	0.999982111190236	-0.1
AT1G20490		0.914104415046978	0.4	0.999905277372085	0.2	0.942766423513453	-0.1	0.999982111190236	0
AT1G20500	4CLL4	NA	0	NA	0.1	NA	0	0.999982111190236	0
AT1G20510	4CLL5	0.999602131988726	0.2	0.546697482326117	0.7	0.408164708199843	0.5	0.999982111190236	0.1
AT1G20515		NA	-0.4	0.999905277372085	-0.1	0.774765219777795	0.2	0.999982111190236	0
AT1G20520		NA	0	NA	0	NA	0	NA	0
AT1G20530		0.999602131988726	0	0.999905277372085	0	0.731931732645397	-0.3	0.999982111190236	-0.2
AT1G20540		0.999602131988726	-0.1	0.999905277372085	-0.2	0.70381858269333	-0.2	0.999982111190236	0
AT1G20550	OFUT6	0.999602131988726	0	0.999905277372085	-0.2	0.943798057016694	-0.1	0.999982111190236	0
AT1G20560	AAE1	0.999602131988726	0.1	0.999905277372085	-0.1	0.648805869066264	-0.2	0.999982111190236	0
AT1G20570		0.988187142755231	-0.3	0.999905277372085	-0.2	0.915946334946337	-0.1	0.999982111190236	-0.2
AT1G20575	DPMS1	0.999602131988726	0.1	0.999905277372085	0.1	0.938624000478978	-0.1	0.999982111190236	-0.1
AT1G20580	SMD3B	0.333963140705629	-0.3	0.999905277372085	0	0.430239640449136	0.3	0.999982111190236	0
AT1G20590	CYCB2-5	NA	0	NA	0.1	NA	0	0.999982111190236	0
AT1G20600		NA	-0.2	NA	0	NA	0.2	0.999982111190236	0
AT1G20610	CYCB2-3	0.339789583359157	-0.4	0.999905277372085	-0.1	0.846900649176289	0.2	0.999982111190236	0
AT1G20620	CAT3	0.999602131988726	0.1	0.999905277372085	0	0.847509412290456	-0.2	0.999982111190236	0
AT1G20630	CAT1	0.865771382557206	0.3	0.999905277372085	0.1	0.971922318053483	0	0.999982111190236	0.1
AT1G20640	NLP4	0.953694391985428	0.2	0.999905277372085	0	0.886580228734429	-0.1	0.999982111190236	0.1
AT1G20650	PBL21	0.999602131988726	0.1	0.999905277372085	-0.3	0.430239640449136	-0.4	0.999982111190236	0
AT1G20670		0.999602131988726	0	0.999905277372085	-0.1	0.814328433985573	-0.1	0.999982111190236	0
AT1G20680		NA	-0.1	0.999905277372085	-0.1	NA	0.2	0.999982111190236	0
AT1G20683		NA	0	NA	0	NA	0	NA	0
AT1G20687		NA	0	NA	0	NA	0	NA	0
AT1G20690		NA	0	NA	0	NA	0	NA	0
AT1G20691		NA	-0.1	NA	0	NA	0.1	0.999982111190236	0
AT1G20693	HMGB2	0.999602131988726	0	0.999905277372085	0	0.995116044582813	0	0.999982111190236	0
AT1G20696	HMGB3	0.999602131988726	0	0.999905277372085	0	0.972391864401055	0.1	0.999982111190236	0
AT1G20700	WOX14	NA	0	0.999905277372085	0	NA	-0.1	0.999982111190236	0
AT1G20710	WOX10	NA	0	NA	0	NA	0	NA	0
AT1G20720		0.408412859000528	-0.4	0.999905277372085	-0.2	0.489808131659115	0.3	0.999982111190236	0
AT1G20730		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G20735		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G20740		NA	0	NA	0	NA	0	NA	0
AT1G20750		NA	0	0.999905277372085	-0.2	NA	-0.3	0.999982111190236	-0.1
AT1G20760		0.999602131988726	0.1	0.999905277372085	0	0.86757305173167	-0.1	0.999982111190236	0
AT1G20770		0.999602131988726	-0.1	0.999905277372085	0.1	0.354825427603309	0.3	0.999982111190236	0
AT1G20780	PUB44	0.999602131988726	0.2	0.999905277372085	0.2	0.952436896082618	0.1	0.999982111190236	0.1
AT1G20790		NA	0	NA	-0.1	NA	0	0.999982111190236	0
AT1G20795		NA	0	NA	0	NA	0	NA	0
AT1G20800		NA	0	NA	0	NA	0	NA	0
AT1G20803		NA	0	NA	0	NA	0	NA	0
AT1G20810	FKBP18	0.999602131988726	0	0.999905277372085	-0.1	0.984926995206469	0	0.999982111190236	0.1
AT1G20816	OEP21A	0.999602131988726	0	0.999905277372085	0	0.880878057376363	0.1	0.999982111190236	0.1
AT1G20820		NA	0	NA	0	NA	0	NA	0
AT1G20823	ATL80	0.999602131988726	0.2	0.999905277372085	0.1	0.985419425102938	0	0.999982111190236	0
AT1G20830	MCD1	0.999602131988726	-0.1	0.999905277372085	-0.1	0.899521574377492	0.1	0.999982111190236	0.1
AT1G20840	MSSP1	0.999602131988726	0.1	0.999905277372085	0	0.955237203995853	-0.1	0.999982111190236	0
AT1G20850	XCP2	0.999602131988726	0.1	0.999905277372085	-0.1	0.731931732645397	-0.2	0.999982111190236	-0.1
AT1G20860	PHT1;8	NA	0	NA	0	NA	-0.1	0.999982111190236	0
AT1G20870	IDM3	0.953694391985428	-0.3	0.999905277372085	-0.1	0.570493788709318	0.4	0.999982111190236	0.1
AT1G20875		NA	0	NA	0	NA	0	NA	0
AT1G20880		0.658701889971693	0.3	0.999905277372085	0	0.247960390605066	-0.4	0.999982111190236	0
AT1G20890		0.999602131988726	0	0.999905277372085	0	0.983140175776518	0	0.999982111190236	0
AT1G20900	AHL27	0.999602131988726	0.2	0.999905277372085	0.5	0.971863364752202	0.1	0.999982111190236	-0.1
AT1G20910	ARID6	0.984664019783061	-0.2	0.999905277372085	0	0.666614306149385	0.2	0.999982111190236	0
AT1G20920	RH42	0.999602131988726	0	0.999905277372085	-0.2	0.470636946453767	-0.3	0.999982111190236	-0.1
AT1G20923		NA	0	NA	0	NA	0	NA	0
AT1G20925	PILS1	NA	0.1	NA	0.1	NA	-0.1	0.999982111190236	0
AT1G20930	CDKB2-2	0.568868794611504	-0.3	0.999905277372085	0	0.715213860756791	0.3	0.999982111190236	0
AT1G20940		NA	0	NA	0	NA	0	NA	0
AT1G20950	PFP-ALPHA1	0.861964670881148	-0.2	0.999905277372085	0.1	0.446317019076554	0.4	0.999982111190236	0.1
AT1G20960	BRR2A	0.999602131988726	-0.1	0.999905277372085	0	0.832409017925799	0.1	0.999982111190236	0
AT1G20970		0.999602131988726	0.1	0.999905277372085	0.1	0.985284534835305	0	0.999982111190236	0
AT1G20980	SPL14	0.8722752286724	0.2	0.999905277372085	0.2	0.963674706360493	0	0.999982111190236	0
AT1G20990		0.917953579332282	-0.4	0.999905277372085	-0.3	0.86139897762369	0.2	0.999982111190236	0
AT1G21000		0.926730420103802	0.4	0.999905277372085	0.2	0.748176145273847	-0.3	0.999982111190236	0
AT1G21010		0.878833000141121	0.4	0.999905277372085	0.1	0.570119672509737	-0.4	0.999982111190236	0
AT1G21050		0.999602131988726	0.1	0.999905277372085	0.3	0.870204120601662	0.2	0.999982111190236	0
AT1G21060		0.999602131988726	0.1	0.999905277372085	-0.1	0.610847390089464	-0.2	0.999982111190236	-0.1
AT1G21065		0.999602131988726	0.1	0.999905277372085	-0.2	0.576276553020157	-0.2	0.999982111190236	0.1
AT1G21070	URGT2	0.999602131988726	-0.1	0.999905277372085	0	0.900823465062199	0.1	0.999982111190236	0
AT1G21080		0.999602131988726	0.1	0.999905277372085	0.1	0.977341653484264	0	0.999982111190236	0
AT1G21090		0.914104415046978	-0.3	0.999905277372085	-0.1	0.685215978107187	0.2	0.999982111190236	0
AT1G21100	IGMT1	0.0897612903541079	0.9	0.999905277372085	0.4	0.42466399273716	-0.5	0.999982111190236	0
AT1G21110	IGMT3	0.836316421685436	0.4	0.182793495895219	0.9	0.733306577786139	0.3	0.999982111190236	0
AT1G21120		0.999602131988726	0.3	0.124340886454215	1	NA	0.4	0.999982111190236	0
AT1G21130	IGMT4	0.490866321235625	0.4	0.999905277372085	0	0.560332885167926	-0.3	0.999982111190236	0
AT1G21140		0.999602131988726	0.1	0.999905277372085	0.2	0.855766015549692	0.2	0.999982111190236	0
AT1G21150		0.970697664441799	-0.2	0.999905277372085	-0.1	0.874214232868856	0.1	0.999982111190236	0
AT1G21160		0.999602131988726	-0.1	0.999905277372085	-0.3	0.854753402550224	-0.2	0.999982111190236	0
AT1G21170	SEC5B	0.999602131988726	0	0.999905277372085	-0.1	0.967404425546714	0	0.999982111190236	0
AT1G21190	LSM3A	0.926730420103802	-0.2	0.999905277372085	-0.1	0.985076690748501	0	0.999982111190236	-0.1
AT1G21200		0.999602131988726	0.1	0.999905277372085	0	0.963761703943765	-0.1	0.999982111190236	0
AT1G21202	MIR781A	NA	0	NA	0	NA	0	NA	0
AT1G21210	WAK4	0.999602131988726	-0.1	0.999905277372085	0	0.801069944350458	0.3	0.999982111190236	0.1
AT1G21230	WAK5	NA	0	NA	0	NA	0	0.999982111190236	0
AT1G21240	WAK3	0.999602131988726	0.2	0.999905277372085	-0.2	0.971630337731584	0	0.999982111190236	0.1
AT1G21245		NA	0	NA	0	NA	0	NA	0
AT1G21250	WAK1	0.999602131988726	0.2	0.999905277372085	0	0.516029570108828	0.5	0.999982111190236	0.1
AT1G21270	WAK2	0.999602131988726	-0.1	0.999905277372085	0	0.56293825437924	0.4	0.999982111190236	0.1
AT1G21280		NA	0	NA	0	NA	0	NA	0
AT1G21310	EXT3	0.333963140705629	0.6	0.00018814832429535	1.3	0.273048130286875	0.6	0.999982111190236	0
AT1G21313		NA	0	NA	0	NA	0	NA	0
AT1G21320	NSRB	0.999602131988726	0.1	0.241690953843164	0.8	0.220049139118874	0.6	0.999982111190236	-0.1
AT1G21323		NA	0	NA	0	NA	0	NA	0
AT1G21326		NA	0.4	NA	1	0.704543505756137	0.3	0.999982111190236	0.1
AT1G21340	DOF1.2	NA	0.2	0.999905277372085	0.3	NA	0	0.999982111190236	0
AT1G21350		0.999602131988726	0	0.999905277372085	-0.1	0.977341653484264	0	0.999982111190236	0.1
AT1G21360	GLTP2	0.913544887346653	0.4	0.999905277372085	0.2	0.652939571136191	-0.4	0.999982111190236	-0.1
AT1G21370		0.999602131988726	0.1	0.999905277372085	0.2	0.89578748390782	0.1	0.999982111190236	0
AT1G21380	TOL3	0.558704487770193	0.2	0.573302030325129	0.3	0.848529643023995	0.1	0.999982111190236	0
AT1G21390	emb2170	0.999602131988726	0.1	0.999905277372085	-0.1	0.868895382301618	-0.2	0.999982111190236	0
AT1G21395		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G21400		NA	0.3	NA	0.7	0.971153355986616	-0.1	0.999982111190236	-0.1
AT1G21410	SKP2A	0.999602131988726	0.2	0.999905277372085	-0.2	0.475134207948113	-0.4	0.999982111190236	0
AT1G21420		NA	0	NA	0	NA	0	NA	0
AT1G21430	YUC11	NA	0	NA	0	NA	0	NA	0
AT1G21440		0.999602131988726	-0.1	0.999905277372085	0.3	0.263363094903806	0.6	0.999982111190236	0.2
AT1G21450	SCL1	0.999602131988726	0.3	0.999905277372085	0.1	0.818023779415876	-0.2	0.999982111190236	0
AT1G21460	SWEET1	0.943993829844658	0.2	0.999905277372085	0	0.852906689199283	-0.2	0.999982111190236	0
AT1G21470		0.999602131988726	-0.2	0.999905277372085	-0.2	0.992886842632562	0	0.999982111190236	0
AT1G21475		NA	0	NA	0	NA	0	NA	0
AT1G21480		0.999602131988726	-0.1	0.999905277372085	-0.2	0.997285714567433	0	0.999982111190236	0.1
AT1G21500		0.999602131988726	-0.1	0.999905277372085	-0.3	0.939874387430642	-0.1	0.999982111190236	0
AT1G21510		0.999602131988726	0	0.999905277372085	0.1	0.944502541935164	-0.1	0.999982111190236	-0.1
AT1G21520		0.401323917035236	0.5	0.999905277372085	0.1	0.835125724063928	-0.2	0.999982111190236	0
AT1G21528		NA	0	NA	-0.1	NA	-0.1	0.999982111190236	0
AT1G21529		NA	0	NA	-0.1	NA	0	0.999982111190236	0
AT1G21530	AEE10	NA	-0.2	0.999905277372085	0	NA	0.2	0.999982111190236	0
AT1G21540	AEE9	0.944034260681236	0.3	0.999905277372085	0.2	0.974783101993517	0	0.999982111190236	0
AT1G21550	CML44	0.999602131988726	-0.2	0.999905277372085	0	0.99990669453484	0	0.999982111190236	0
AT1G21560		0.949335061874678	-0.2	0.999905277372085	-0.3	0.998366032079664	0	0.999982111190236	0
AT1G21580		0.999602131988726	0.1	0.999905277372085	-0.1	0.893836894285413	-0.1	0.999982111190236	0
AT1G21590		0.763279000816282	0.2	0.999905277372085	-0.1	0.6680521885424	-0.3	0.999982111190236	0
AT1G21600	PTAC6	0.999602131988726	-0.2	0.999905277372085	-0.1	0.899234952985679	0.1	0.999982111190236	0
AT1G21610		0.999602131988726	0	0.999905277372085	-0.1	0.911847275284694	-0.1	0.999982111190236	0
AT1G21620	APUM20	NA	0	NA	0	NA	0	0.999982111190236	0
AT1G21630		0.999602131988726	0	0.999905277372085	0	0.985284534835305	0	0.999982111190236	0
AT1G21640	NADK2	0.920479787332741	0.2	0.999905277372085	0	0.985340779821844	0	0.999982111190236	0.1
AT1G21650	SECA2	0.961550127582983	-0.3	0.999905277372085	0.1	0.352076538704093	0.5	0.999982111190236	0
AT1G21651		0.999602131988726	0	0.999905277372085	-0.1	0.996049731512827	0	0.999982111190236	0
AT1G21660		0.999602131988726	0.1	0.999905277372085	0	0.880342752316065	-0.1	0.999982111190236	0
AT1G21670		0.479841537703129	0.5	0.999905277372085	0.5	0.978584905349185	0	0.999982111190236	0
AT1G21680		0.999602131988726	0.3	0.999905277372085	-0.2	0.712538488804884	-0.3	0.999982111190236	0
AT1G21690	EMB1968	0.999602131988726	-0.2	0.999905277372085	0.1	0.450265821665605	0.3	0.999982111190236	0
AT1G21695		0.692014846433593	-0.5	0.999905277372085	-0.5	0.950635464050489	0.1	0.999982111190236	0
AT1G21700	SWI3C	0.999602131988726	0	0.999905277372085	0	0.953694469269968	0.1	0.999982111190236	0
AT1G21710	OGG1	0.999602131988726	0	0.999905277372085	0	0.962989438584693	0	0.999982111190236	0
AT1G21720	PBC1	0.999602131988726	0	0.999905277372085	0.1	0.835125724063928	0.1	0.999982111190236	0
AT1G21722		NA	0	NA	0	NA	0	NA	0
AT1G21730	KIN7C	0.999602131988726	0	0.999905277372085	-0.1	0.784716231431375	-0.2	0.999982111190236	0
AT1G21738		NA	0	NA	0	NA	0	NA	0
AT1G21740		0.568868794611504	-0.3	0.999905277372085	0	0.753836577648703	0.2	0.999982111190236	0
AT1G21750	PDIL1-1	0.999602131988726	0	0.451252635381204	0.4	0.0362386757824564	0.6	0.999982111190236	0.1
AT1G21760	SKIP32	0.946512896711465	0.3	0.999905277372085	0	0.290243518330961	-0.4	0.999982111190236	-0.1
AT1G21770		0.999602131988726	0	0.999905277372085	-0.2	0.708990779041464	-0.3	0.999982111190236	-0.1
AT1G21780		0.999602131988726	0.1	0.999905277372085	-0.1	0.572348126165226	-0.3	0.999982111190236	0
AT1G21790		0.999602131988726	0	0.999905277372085	-0.2	0.72891401998842	-0.2	0.999982111190236	0
AT1G21800		NA	0	NA	0	NA	0	NA	0
AT1G21810	FPP2	0.999602131988726	-0.2	0.999905277372085	-0.1	0.967154014117394	0.1	0.999982111190236	0
AT1G21830		0.999602131988726	0.2	0.999905277372085	0.1	0.86139897762369	-0.2	0.999982111190236	0
AT1G21835		NA	0	NA	0	NA	0	NA	0
AT1G21840	UREF	0.999602131988726	0.1	0.999905277372085	-0.2	0.715873113445791	-0.3	0.999982111190236	0
AT1G21850	sks8	NA	0	NA	-0.2	NA	-0.1	0.999982111190236	0
AT1G21860	sks7	NA	0	NA	0	NA	0	0.999982111190236	0
AT1G21864		NA	0	NA	0	NA	0	NA	0
AT1G21866		NA	0	NA	0	NA	0	NA	0
AT1G21870	GONST5	NA	0	NA	0	NA	0	NA	0
AT1G21880	LYM1	0.999602131988726	-0.3	0.999905277372085	0	0.579336074013048	0.3	0.999982111190236	0
AT1G21890		NA	-0.1	0.999905277372085	0	NA	0.2	0.999982111190236	0
AT1G21900		0.999602131988726	0.1	0.999905277372085	0.3	0.757899271394747	0.2	0.999982111190236	0
AT1G21910	ERF012	0.999602131988726	0.3	0.297192120498631	0.8	0.994531004483484	0	0.999982111190236	-0.1
AT1G21920		0.999602131988726	0.2	0.999905277372085	0	0.679448988291657	-0.3	0.999982111190236	0
AT1G21925		NA	0	NA	0	NA	0	NA	0
AT1G21928		NA	0	NA	0	NA	0	NA	0
AT1G21930		0.999602131988726	0	0.999905277372085	0	0.902503768907625	0.1	0.999982111190236	0
AT1G21940		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G21950		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G21960		NA	0	NA	0	NA	0	NA	0
AT1G21970	NFYB9	NA	0	NA	0	NA	0	NA	0
AT1G21980	PIP5K1	0.999602131988726	0	0.999905277372085	-0.1	0.984926995206469	0	0.999982111190236	0
AT1G21990		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G22000		NA	0	0.999905277372085	0.1	NA	-0.1	0.999982111190236	0
AT1G22010		NA	0	NA	0	NA	0	NA	0
AT1G22015	B3GALT5	NA	0	NA	0	NA	0	NA	0
AT1G22020	SHM6	0.999602131988726	0.1	0.999905277372085	0	0.712538488804884	-0.1	0.999982111190236	0
AT1G22030		0.84350706564031	-0.3	0.999905277372085	-0.1	0.974311919115368	0	0.999982111190236	0
AT1G22040		0.970697664441799	0.2	0.999905277372085	0	0.702416084887296	-0.2	0.999982111190236	0
AT1G22050	MUB6	0.999602131988726	0	0.999905277372085	0	0.911745613068374	-0.1	0.999982111190236	-0.1
AT1G22060		0.999602131988726	-0.1	0.999905277372085	-0.1	0.951787642426174	0	0.999982111190236	0
AT1G22065		NA	0.3	0.999905277372085	-0.1	0.61903382148901	-0.4	0.999982111190236	0
AT1G22070	TGA3	0.999602131988726	0.2	0.999905277372085	0.1	0.920247057859497	-0.1	0.999982111190236	0
AT1G22080		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G22090	EMB2204	NA	0	NA	0	NA	0	0.999982111190236	0
AT1G22100		NA	0	NA	0	NA	0	NA	0
AT1G22110		0.903527895292389	0.4	0.945290730358816	0.6	0.963674706360493	-0.1	0.999982111190236	-0.1
AT1G22120		NA	0	NA	-0.1	NA	0	0.999982111190236	0
AT1G22130	AGL104	NA	0	NA	0	NA	0	0.999982111190236	0
AT1G22140		0.999602131988726	0.1	0.999905277372085	0.1	0.962221959133269	-0.1	0.999982111190236	0
AT1G22150	SULTR1;3	0.999602131988726	-0.1	0.999905277372085	0.4	0.580129536366151	0.4	0.999982111190236	-0.1
AT1G22160	FLZ5	0.999602131988726	0	0.999905277372085	0	0.953438010633851	-0.1	0.999982111190236	0
AT1G22170		0.541814007491815	-0.3	0.999905277372085	-0.1	0.635770500890031	0.2	0.999982111190236	0
AT1G22180		0.490866321235625	0.5	0.999905277372085	0	0.305966223187975	-0.5	0.999982111190236	0
AT1G22190	RAP2-13	0.91573719677166	0.4	0.999905277372085	0.1	0.506771190431955	-0.5	0.999982111190236	-0.1
AT1G22200		0.999602131988726	0	0.999905277372085	0.1	0.876746247645649	0.1	0.999982111190236	0
AT1G22210	TPPC	NA	0	NA	0.1	NA	0	0.999982111190236	0
AT1G22220		0.999602131988726	-0.1	0.999905277372085	0.2	0.583364730724646	0.4	0.999982111190236	0.1
AT1G22230		0.395803595645054	0.5	0.999905277372085	0.2	0.899234952985679	-0.2	0.999982111190236	0
AT1G22240	APUM8	NA	0	NA	0	NA	0	0.999982111190236	0
AT1G22250		0.999602131988726	0.3	0.999905277372085	-0.1	0.712327843452106	-0.3	0.999982111190236	0
AT1G22260	ZYP1A	0.999602131988726	-0.2	0.999905277372085	0.1	0.783157119955365	0.3	0.999982111190236	0
AT1G22270	TRM112A	0.999602131988726	-0.1	0.999905277372085	0	0.648805869066264	0.2	0.999982111190236	0
AT1G22275	ZYP1B	0.999602131988726	-0.1	0.999905277372085	-0.1	0.918003449714878	0.1	0.999982111190236	0
AT1G22280	PAPP2C	0.868187185523866	0.4	0.999905277372085	0.3	0.999346324348083	0	0.999982111190236	0
AT1G22290		NA	0.1	NA	0.1	NA	0	NA	0
AT1G22300	GRF10	0.999602131988726	0	0.999905277372085	0.1	0.770978695164015	0.2	0.999982111190236	0
AT1G22310	MBD8	0.999602131988726	0	0.999905277372085	-0.1	0.787115279835711	-0.2	0.999982111190236	0
AT1G22320		NA	0	NA	0	NA	0	NA	0
AT1G22330		0.999602131988726	-0.2	0.999905277372085	-0.2	0.885096691058938	-0.1	0.999982111190236	-0.1
AT1G22340	UGT85A7	0.999602131988726	0	0.999905277372085	0.2	0.821949432707641	0.2	0.999982111190236	0
AT1G22360	UGT85A2	0.999602131988726	0.2	0.999905277372085	0.2	0.895206752547585	0.1	0.999982111190236	0.1
AT1G22370	UGT85A5	0.999602131988726	0	0.999905277372085	-0.3	0.700372317717514	-0.3	0.999982111190236	0
AT1G22380	UGT85A3	0.999602131988726	0	0.999905277372085	0	0.790601220312758	0.3	0.999982111190236	0.1
AT1G22400	UGT85A1	0.965541783272434	0.3	0.0337914636713466	0.8	0.482490756255223	0.4	0.999982111190236	0
AT1G22403		0.999602131988726	0.1	0.999905277372085	0	0.67928422734842	-0.3	0.999982111190236	-0.1
AT1G22410		0.999602131988726	0.1	0.999905277372085	0.3	0.583258177961901	0.3	0.999982111190236	0.1
AT1G22420		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G22430		0.999602131988726	0.1	0.999905277372085	-0.2	0.5225510673506	-0.3	0.999982111190236	0
AT1G22440		0.999602131988726	0.2	0.999905277372085	0.2	0.957615829908308	-0.1	0.999982111190236	0
AT1G22450	COX6B-1	0.999602131988726	-0.1	0.999905277372085	0.2	0.276654420555804	0.3	0.999982111190236	0
AT1G22460	OFUT7	NA	0	0.999905277372085	0.2	NA	-0.1	0.999982111190236	-0.1
AT1G22470		0.999602131988726	0.1	0.999905277372085	-0.3	0.686601521173183	-0.3	0.999982111190236	0
AT1G22480		NA	0	NA	-0.2	NA	-0.1	0.999982111190236	0
AT1G22490		0.999602131988726	-0.2	0.999905277372085	-0.5	0.372751702060758	-0.6	0.999982111190236	-0.1
AT1G22500	ATL15	0.978286620951376	0.3	0.999905277372085	0.2	0.983213935495571	0	0.999982111190236	0.1
AT1G22510		0.857163298623325	0.3	0.999905277372085	0.2	0.990755730544111	0	0.999982111190236	0
AT1G22520		0.751840673834085	-0.3	0.999905277372085	0	0.36339215304706	0.3	0.999982111190236	0
AT1G22530	PATL2	0.999602131988726	0	0.999905277372085	-0.1	0.916679563971505	-0.1	0.999982111190236	0
AT1G22540	NPF5.10	0.843104430398625	0.3	0.999905277372085	0.1	0.821409956873315	-0.1	0.999982111190236	0
AT1G22550	NPF5.16	0.999602131988726	-0.1	0.999905277372085	0.1	0.86139897762369	-0.1	0.999982111190236	-0.2
AT1G22570	NPF5.15	0.678723716388753	0.4	0.999905277372085	0.3	0.760232224920324	-0.2	0.999982111190236	0
AT1G22590	AGL87	0.999602131988726	0	0.999905277372085	0	0.963509265265261	0.1	0.999982111190236	0
AT1G22600		0.301175574868878	0.6	0.999905277372085	-0.3	0.175512047447078	-0.7	0.999982111190236	0
AT1G22610		NA	0	NA	0	NA	0	NA	0
AT1G22620	SAC1	0.999602131988726	0.1	0.999905277372085	-0.1	0.841691451772203	-0.1	0.999982111190236	0
AT1G22630		0.999602131988726	0	0.999905277372085	-0.2	0.978927779129989	0	0.999982111190236	0.1
AT1G22640	MYB3	0.999602131988726	0.2	0.999905277372085	0	0.745642287435354	-0.3	0.999982111190236	0
AT1G22650	INVD	0.999602131988726	0.2	0.999905277372085	0.3	0.927636189272826	0.1	0.999982111190236	0
AT1G22660		0.999602131988726	-0.1	0.999905277372085	0	0.806388180811698	0.1	0.999982111190236	0
AT1G22670	RMR3	NA	0	NA	-0.1	NA	-0.1	0.999982111190236	0
AT1G22680		NA	-0.1	0.999905277372085	0	0.714970760373682	0.2	0.999982111190236	0
AT1G22690	GASA9	0.999612185602526	0	0.999905277372085	-0.4	0.739659595892666	-0.2	0.999982111190236	0.1
AT1G22700	PYG7	0.999602131988726	0	0.999905277372085	0	0.811748901576008	0.2	0.999982111190236	0.1
AT1G22710	SUC2	0.999602131988726	0.1	0.999905277372085	-0.1	0.402125434734839	-0.3	0.999982111190236	-0.1
AT1G22720		NA	0	NA	0	NA	0	0.999982111190236	0
AT1G22730		0.999602131988726	0	0.999905277372085	-0.1	0.840670582682051	-0.1	0.999982111190236	0
AT1G22740	RABG3B	0.999602131988726	-0.1	0.519484903310092	-0.5	0.341304623015546	-0.5	0.999982111190236	-0.1
AT1G22750		0.999602131988726	0.1	0.999905277372085	0	0.87511480957617	-0.2	0.999982111190236	0
AT1G22760	PAB3	NA	0.1	0.999905277372085	0	NA	0	0.999982111190236	0
AT1G22770	GI	0.999602131988726	-0.1	0.999905277372085	-0.2	0.902503768907625	-0.2	0.999982111190236	0
AT1G22780	RPS18C	0.724600433752149	-0.3	0.999905277372085	0.1	0.397822727101894	0.5	0.999982111190236	0
AT1G22790		0.999602131988726	-0.1	0.999905277372085	-0.1	0.911071680015132	-0.1	0.999982111190236	0
AT1G22800		NA	0	NA	0	NA	0	NA	0
AT1G22810	ERF019	NA	0	NA	0	NA	0	NA	0
AT1G22830	PCMP-E24	0.999602131988726	-0.1	0.999905277372085	-0.2	0.980834193672866	0	0.999982111190236	0
AT1G22840	CYTC-1	0.999602131988726	-0.1	0.999905277372085	0.3	0.20325281031091	0.5	0.999982111190236	0.1
AT1G22850		0.999602131988726	0	0.999905277372085	-0.1	0.985538982074633	0	0.999982111190236	0
AT1G22860	VPS3	0.926730420103802	0.2	0.999905277372085	0	0.6060907922893	-0.2	0.999982111190236	-0.1
AT1G22870		0.999602131988726	0.1	0.999905277372085	-0.1	0.811748901576008	-0.2	0.999982111190236	0
AT1G22880	CEL5	0.999602131988726	0.1	0.999905277372085	-0.1	0.326789507565951	-0.3	0.999982111190236	-0.1
AT1G22882	SUN3	0.999602131988726	-0.1	0.999905277372085	0	0.962989438584693	0.1	0.999982111190236	0
AT1G22885		0.999602131988726	0.2	0.999905277372085	0	0.676453790232565	-0.3	0.999982111190236	0
AT1G22890		0.972556720473806	0.3	0.999905277372085	0.2	0.598801397469795	-0.4	0.999982111190236	-0.1
AT1G22900	DIR11	0.999602131988726	0.1	0.999905277372085	0.3	0.980977312946422	0	0.999982111190236	0
AT1G22910		0.999602131988726	0	0.999905277372085	-0.1	0.983213935495571	0	0.999982111190236	0
AT1G22920	CSN5A	0.999602131988726	0	0.999905277372085	0.1	0.499074423613606	0.2	0.999982111190236	0.1
